,SOURCE,TARGET,VOTE,RESULT
5724,PhilKnight,Mr. Stradivarius,1,1
5725,Pharaoh of the Wizards,Mr. Stradivarius,1,1
5726,Adjwilley,Mr. Stradivarius,1,1
5727,Rschen7754,Mr. Stradivarius,1,1
5728,Topher385,Mr. Stradivarius,1,1
5729,Becritical,Mr. Stradivarius,1,1
5730,Egg Centric,Mr. Stradivarius,1,1
5731,Electriccatfish2,Mr. Stradivarius,1,1
5732,SilkTork,Mr. Stradivarius,1,1
5733,Alanscottwalker,Mr. Stradivarius,1,1
5734,Lord Roem,Mr. Stradivarius,1,1
5735,Mysterytrey,Mr. Stradivarius,1,1
5736,Crisco 1492,Mr. Stradivarius,1,1
5737,MJ94,Mr. Stradivarius,1,1
5738,Diannaa,Mr. Stradivarius,1,1
5739,Jc37,Mr. Stradivarius,1,1
5740,Secret,Mr. Stradivarius,1,1
5741,BuickCenturyDriver,Mr. Stradivarius,1,1
5742,Makecat,Mr. Stradivarius,1,1
5743,Graham87,Mr. Stradivarius,1,1
5744,Riley Huntley,Mr. Stradivarius,1,1
5745,Nick-D,Mr. Stradivarius,1,1
5746,Manning Bartlett,Mr. Stradivarius,1,1
5747,HueSatLum,Mr. Stradivarius,1,1
5748,Kiefer.Wolfowitz,Mr. Stradivarius,1,1
5749,Vibhijain,Mr. Stradivarius,1,1
5750,Ironholds,Mr. Stradivarius,1,1
5751,Lothar von Richthofen,Mr. Stradivarius,1,1
5752,Altamel,Mr. Stradivarius,1,1
5753,Ched Davis,Mr. Stradivarius,1,1
5754,Feezo,Mr. Stradivarius,1,1
5755,Kierzek,Mr. Stradivarius,1,1
5756,Mike 7,Mr. Stradivarius,1,1
5757,Torreslfchero,Mr. Stradivarius,1,1
5758,RP459,Mr. Stradivarius,1,1
5759,TransporterMan,Mr. Stradivarius,1,1
5760,Someguy1221,Mr. Stradivarius,1,1
5761,Ktr101,Mr. Stradivarius,1,1
5762,Jorgath,Mr. Stradivarius,1,1
5763,Hahc21,Mr. Stradivarius,1,1
5764,Sandstein,Mr. Stradivarius,1,1
5765,Cailil,Mr. Stradivarius,1,1
5766,Webclient101,Mr. Stradivarius,1,1
5767,Nsk92,Mr. Stradivarius,1,1
5768,KTC,Mr. Stradivarius,1,1
5769,PumpkinSky,Mr. Stradivarius,1,1
5770,Scholarly Breeze,Mr. Stradivarius,1,1
5771,Carrite,Mr. Stradivarius,1,1
5772,GabeMc,Mr. Stradivarius,1,1
5773,Stephen,Mr. Stradivarius,1,1
5774,S Marshall,Mr. Stradivarius,1,1
5775,Modernist,Mr. Stradivarius,1,1
5776,Jedd Raynier,Mr. Stradivarius,1,1
5777,Ret.Prof,Mr. Stradivarius,1,1
5778,Bluerasberry,Mr. Stradivarius,1,1
5779,Glrx,Mr. Stradivarius,1,1
5780,The ed17,Mr. Stradivarius,1,1
5781,Gilderien,Mr. Stradivarius,1,1
5782,Starblind,Mr. Stradivarius,1,1
5783,Doctree,Mr. Stradivarius,1,1
5784,Sjones23,Mr. Stradivarius,1,1
5785,TBrandley,Mr. Stradivarius,1,1
5786,Callanecc,Mr. Stradivarius,1,1
5787,Master&Expert,Mr. Stradivarius,1,1
5788,Ceoil,Mr. Stradivarius,1,1
5789,Rcsprinter123,Mr. Stradivarius,1,1
5790,Ymblanter,Mr. Stradivarius,1,1
5791,Shirt58,Mr. Stradivarius,1,1
5792,Boing! said Zebedee,Mr. Stradivarius,1,1
5793,Vertium,Mr. Stradivarius,1,1
5794,Dru of Id,Mr. Stradivarius,1,1
5795,Kudpung,Mr. Stradivarius,1,1
5796,Colonel Warden,Mr. Stradivarius,1,1
5797,Astronomyinertia,Mr. Stradivarius,1,1
5798,Seraphimblade,Mr. Stradivarius,1,1
5799,SmokeyJoe,Mr. Stradivarius,1,1
5800,Buster7,Mr. Stradivarius,1,1
5801,Strike Eagle,Mr. Stradivarius,1,1
5802,Ponyo,Mr. Stradivarius,1,1
5803,Isarra,Mr. Stradivarius,1,1
5804,Neotarf,Mr. Stradivarius,1,1
5805,Sparklism,Mr. Stradivarius,1,1
5806,Jusdafax,Mr. Stradivarius,1,1
5807,ChrisGualtieri,Mr. Stradivarius,1,1
5808,Timotheus Canens,Mr. Stradivarius,1,1
5809,Floating Boat,Mr. Stradivarius,1,1
5810,Nobody Ent,Mr. Stradivarius,1,1
5811,Carioca,Mr. Stradivarius,1,1
5812,Malcolmxl5,Mr. Stradivarius,1,1
5813,Mabdul,Mr. Stradivarius,1,1
5814,OlEnglish,Mr. Stradivarius,1,1
5815,TenPoundHammer,Mr. Stradivarius,1,1
5816,DoriSmith,Mr. Stradivarius,1,1
5817,TheGeneralUser,Mr. Stradivarius,1,1
5818,Brookie,Mr. Stradivarius,1,1
5819,DBigXray,Mr. Stradivarius,1,1
5820,Andrew Gray,Mr. Stradivarius,1,1
5821,Courcelles,SarahStierch,1,1
5822,Tom Morris,SarahStierch,1,1
5823,Fluffernutter,SarahStierch,1,1
5824,Nick-D,SarahStierch,1,1
5825,IShadowed,SarahStierch,1,1
5826,Someguy1221,SarahStierch,1,1
5827,Scottywong,SarahStierch,1,1
5828,LuK3,SarahStierch,1,1
5829,Dennis Brown,SarahStierch,1,1
5830,Steven Zhang,SarahStierch,1,1
5831,Mitchazenia,SarahStierch,1,1
5832,TParis,SarahStierch,1,1
5833,Dank,SarahStierch,1,1
5834,Cntras,SarahStierch,1,1
5835,Ryan Vesey,SarahStierch,1,1
5836,Lord Roem,SarahStierch,1,1
5837,The Blade of the Northern Lights,SarahStierch,1,1
5838,First Light,SarahStierch,1,1
5839,Nolelover,SarahStierch,1,1
5840,Sven Manguard,SarahStierch,1,1
5841,Tamsier,SarahStierch,1,1
5842,Cindamuse,SarahStierch,1,1
5843,Mysterytrey,SarahStierch,1,1
5844,EngineerFromVega,SarahStierch,1,1
5845,TheSpecialUser,SarahStierch,1,1
5846,MONGO,SarahStierch,1,1
5847,EdJohnston,SarahStierch,1,1
5848,Carrite,SarahStierch,1,1
5849,Casliber,SarahStierch,1,1
5850,Kiefer.Wolfowitz,SarahStierch,1,1
5851,Boing! said Zebedee,SarahStierch,1,1
5852,Thine Antique Pen,SarahStierch,1,1
5853,Fuzheado,SarahStierch,1,1
5854,S Marshall,SarahStierch,1,1
5855,Peridon,SarahStierch,1,1
5856,Harej,SarahStierch,1,1
5857,Naveenpf,SarahStierch,1,1
5858,Morning Sunshine,SarahStierch,1,1
5859,Berean Hunter,SarahStierch,1,1
5860,Crisco 1492,SarahStierch,1,1
5861,Wikipelli,SarahStierch,1,1
5862,ItsZippy,SarahStierch,1,1
5863,Br'er Rabbit,SarahStierch,1,1
5864,Edinburgh Wanderer,SarahStierch,1,1
5865,Strike Eagle,SarahStierch,1,1
5866,Sphilbrick,SarahStierch,1,1
5867,MelanieN,SarahStierch,1,1
5868,Timotheus Canens,SarahStierch,1,1
5869,LadyofShalott,SarahStierch,1,1
5870,Acroterion,SarahStierch,1,1
5871,Ankit Maity,SarahStierch,1,1
5872,Jennie--x,SarahStierch,1,1
5873,Arcandam,SarahStierch,1,1
5874,Toa Nidhiki05,SarahStierch,1,1
5875,Keilana,SarahStierch,1,1
5876,Master&Expert,SarahStierch,1,1
5877,Benzband,SarahStierch,1,1
5878,Axl,SarahStierch,1,1
5879,OlEnglish,SarahStierch,1,1
5880,HueSatLum,SarahStierch,1,1
5881,Diannaa,SarahStierch,1,1
5882,Protonk,SarahStierch,1,1
5883,Jgmikulay,SarahStierch,1,1
5884,Aude,SarahStierch,1,1
5885,David Gerard,SarahStierch,1,1
5886,Joefromrandb,SarahStierch,1,1
5887,Gobonobo,SarahStierch,1,1
5888,Fetchcomms,SarahStierch,1,1
5889,LoriLee,SarahStierch,1,1
5890,Ponyo,SarahStierch,1,1
5891,WaitingForConnection,SarahStierch,1,1
5892,Mark Arsten,SarahStierch,1,1
5893,AutomaticStrikeout,SarahStierch,1,1
5894,Electriccatfish2,SarahStierch,1,1
5895,Ktr101,SarahStierch,1,1
5896,Xymmax,SarahStierch,1,1
5897,Riley Huntley,SarahStierch,1,1
5898,Guerillero,SarahStierch,1,1
5899,Callanecc,SarahStierch,1,1
5900,Rcsprinter123,SarahStierch,1,1
5901,Acalamari,SarahStierch,1,1
5902,Chip123456,SarahStierch,1,1
5903,Egg Centric,SarahStierch,1,1
5904,GiantSnowman,SarahStierch,1,1
5905,AGK,SarahStierch,1,1
5906,A. B.,SarahStierch,1,1
5907,Cullen328,SarahStierch,1,1
5908,Plutonium27,SarahStierch,1,1
5909,ansumang,SarahStierch,1,1
5910,Stefan2,SarahStierch,1,1
5911,Writ Keeper,SarahStierch,1,1
5912,Another Believer,SarahStierch,1,1
5913,Secret,SarahStierch,1,1
5914,Alanscottwalker,SarahStierch,1,1
5915,Pundit,SarahStierch,1,1
5916,Wagino 20100516,SarahStierch,1,1
5917,Zad68,SarahStierch,1,1
5918,Kilopi,SarahStierch,1,1
5919,Stephen,SarahStierch,1,1
5920,Joe Decker,SarahStierch,1,1
5921,HJ Mitchell,SarahStierch,1,1
5922,Adjwilley,SarahStierch,1,1
5923,Sparklism,SarahStierch,1,1
5924,IRWolfie-,SarahStierch,1,1
5925,SilkTork,SarahStierch,1,1
5926,Worm That Turned,SarahStierch,1,1
5927,Osarius,SarahStierch,1,1
5928,Torreslfchero,SarahStierch,1,1
5929,Mr. Stradivarius,SarahStierch,1,1
5930,Cyberpower678,SarahStierch,1,1
5931,Risker,SarahStierch,1,1
5932,Newyorkbrad,SarahStierch,1,1
5933,Hahc21,SarahStierch,1,1
5934,Multichill,SarahStierch,1,1
5935,Maunus,SarahStierch,1,1
5936,AutoGyro,SarahStierch,1,1
5937,Paul Erik,SarahStierch,1,1
5938,Isarra,SarahStierch,1,1
5939,BD2412,SarahStierch,1,1
5940,Trusilver,SarahStierch,1,1
5941,Dr. Blofeld,SarahStierch,1,1
5942,Philosopher,SarahStierch,1,1
5943,John,SarahStierch,1,1
5944,Philippe,SarahStierch,1,1
5945,Andrew Gray,SarahStierch,1,1
5946,Brambleberry of RiverClan,SarahStierch,1,1
5947,Keegan,SarahStierch,1,1
5948,Torchiest,SarahStierch,1,1
5949,GabeMc,SarahStierch,1,1
5950,Rschen7754,SarahStierch,1,1
5951,QuiteUnusual,SarahStierch,1,1
5952,Excirial,SarahStierch,1,1
5953,The ed17,SarahStierch,1,1
5954,Dreadstar,SarahStierch,1,1
5955,Djembayz,SarahStierch,1,1
5956,Majoreditor,SarahStierch,1,1
5957,Steven Walling,SarahStierch,1,1
5958,Accedie,SarahStierch,1,1
5959,Dweller,SarahStierch,1,1
5960,Chedzilla,SarahStierch,1,1
5961,Swatjester,SarahStierch,1,1
5962,Kirill Lokshin,SarahStierch,1,1
5963,Achowat,SarahStierch,1,1
5964,Orangemike,SarahStierch,1,1
5965,Seraphimblade,SarahStierch,1,1
5966,Ceradon,SarahStierch,1,1
5967,RP459,SarahStierch,1,1
5968,MastCell,SarahStierch,1,1
5969,Jorgath,SarahStierch,1,1
5970,Keepscases,SarahStierch,1,1
5971,Kumioko,SarahStierch,1,1
5972,BusterD,SarahStierch,1,1
5973,SlimVirgin,SarahStierch,1,1
5974,Bilby,SarahStierch,1,1
5975,Rich Farmbrough,SarahStierch,1,1
5976,Koavf,SarahStierch,1,1
5977,Rosiestep,SarahStierch,1,1
5978,Mlpearc,SarahStierch,1,1
5979,Graham87,SarahStierch,1,1
5980,Sky Harbor,SarahStierch,1,1
5981,石,SarahStierch,1,1
5982,V838 Monocerotis,SarahStierch,1,1
5983,Minimac,SarahStierch,1,1
5984,Vibhijain,SarahStierch,1,1
5985,Brookie,SarahStierch,1,1
5986,Jdforrester,SarahStierch,1,1
5987,Wizardman,SarahStierch,1,1
5988,Glrx,SarahStierch,1,1
5989,Phantomsteve,SarahStierch,1,1
5990,Mike 7,SarahStierch,1,1
5991,Kudpung,SarahStierch,1,1
5992,Buster7,SarahStierch,1,1
5993,Wifione,SarahStierch,1,1
5994,Skier Dude,SarahStierch,1,1
5995,Kaldari,SarahStierch,1,1
5996,Doctree,SarahStierch,1,1
5997,Elen of the Roads,SarahStierch,1,1
5998,Bluerasberry,SarahStierch,1,1
5999,Deryck Chan,SarahStierch,1,1
6000,Cailil,SarahStierch,1,1
6001,ChesPal,SarahStierch,1,1
6002,AlexiusHoratius,SarahStierch,1,1
6003,Seeeko,SarahStierch,1,1
6004,Kevin Gorman,SarahStierch,1,1
6005,Michael Anon,SarahStierch,1,1
6006,Ultraexactzz,SarahStierch,1,1
6007,Binksternet,SarahStierch,1,1
6008,WereSpielChequers,SarahStierch,1,1
6009,Thehelpfulone,SarahStierch,1,1
6010,28bytes,SarahStierch,1,1
6011,Slon02,SarahStierch,1,1
6012,99of9,SarahStierch,1,1
6013,Wittylama,SarahStierch,1,1
6014,Bill william compton,SarahStierch,1,1
6015,Jedd Raynier,SarahStierch,1,1
6016,Pharaoh of the Wizards,SarahStierch,1,1
6017,Daniel Case,SarahStierch,1,1
6018,Everyking,SarahStierch,1,1
6019,Dru of Id,SarahStierch,1,1
6020,RegentsPark,SarahStierch,1,1
6021,Jac16888,SarahStierch,1,1
6022,Heatherawalls,SarahStierch,1,1
6023,DerHexer,SarahStierch,1,1
6024,WikiPuppies,SarahStierch,1,1
6025,KTC,SarahStierch,1,1
6026,Adam mugliston,SarahStierch,1,1
6027,DeltaQuad,SarahStierch,1,1
6028,DBigXray,SarahStierch,1,1
6029,Jtmorgan,SarahStierch,1,1
6030,Tryptofish,SarahStierch,1,1
6031,Orderinchaos,SarahStierch,1,1
6032,TheGeneralUser,SarahStierch,1,1
6033,Trevj,SarahStierch,1,1
6034,Anthony Bradbury,SarahStierch,1,1
6035,Vertium,SarahStierch,1,1
6036,Malcolmxl5,SarahStierch,1,1
6037,Érico Júnior Wouters,SarahStierch,1,1
6038,DoriSmith,SarahStierch,0,1
6039,Ymblanter,SarahStierch,0,1
6040,28bytes,Scottywong,1,1
6041,DoRD,Scottywong,1,1
6042,Cyberpower678,Scottywong,1,1
6043,Bmusician,Scottywong,1,1
6044,Diannaa,Scottywong,1,1
6045,The Blade of the Northern Lights,Scottywong,1,1
6046,Yasht101,Scottywong,1,1
6047,Alarbus,Scottywong,1,1
6048,Paul Erik,Scottywong,1,1
6049,Foxj,Scottywong,1,1
6050,Mark Arsten,Scottywong,1,1
6051,Secret,Scottywong,1,1
6052,BuickCenturyDriver,Scottywong,1,1
6053,Alpha Quadrant,Scottywong,1,1
6054,RegentsPark,Scottywong,1,1
6055,Dipankan001,Scottywong,1,1
6056,Wifione,Scottywong,1,1
6057,FeydHuxtable,Scottywong,1,1
6058,Ankit Maity,Scottywong,1,1
6059,Begoon,Scottywong,1,1
6060,QuiteUnusual,Scottywong,1,1
6061,Reaper Eternal,Scottywong,1,1
6062,Achowat,Scottywong,1,1
6063,RP459,Scottywong,1,1
6064,Rcsprinter123,Scottywong,1,1
6065,Pol430,Scottywong,1,1
6066,Tom Morris,Scottywong,1,1
6067,Tryptofish,Scottywong,1,1
6068,Whenaxis,Scottywong,1,1
6069,ItsZippy,Scottywong,1,1
6070,Peridon,Scottywong,1,1
6071,Master&Expert,Scottywong,1,1
6072,Wikiwind,Scottywong,1,1
6073,Airplaneman,Scottywong,1,1
6074,ThatPeskyCommoner,Scottywong,1,1
6075,TheGeneralUser,Scottywong,1,1
6076,GiantSnowman,Scottywong,1,1
6077,Hobit,Scottywong,1,1
6078,OlEnglish,Scottywong,1,1
6079,Lothar von Richthofen,Scottywong,1,1
6080,An Illusive Man,Scottywong,1,1
6081,Steven Zhang,Scottywong,1,1
6082,Ktr101,Scottywong,1,1
6083,Nolelover,Scottywong,1,1
6084,Jasper Deng,Scottywong,1,1
6085,Carrite,Scottywong,1,1
6086,Cullen328,Scottywong,1,1
6087,Boing! said Zebedee,Scottywong,1,1
6088,Cindamuse,Scottywong,1,1
6089,Shadowjams,Scottywong,1,1
6090,BusterD,Scottywong,1,1
6091,Catfish Jim,Scottywong,1,1
6092,FusionChamber,Scottywong,1,1
6093,Mailer diablo,Scottywong,1,1
6094,Pharaoh of the Wizards,Scottywong,1,1
6095,Stephen,Scottywong,1,1
6096,Wagino 20100516,Scottywong,1,1
6097,Bobrayner,Scottywong,1,1
6098,Spartaz,Scottywong,1,1
6099,Rivertorch,Scottywong,1,1
6100,Yaksar,Scottywong,1,1
6101,Joe Decker,Scottywong,1,1
6102,Orlady,Scottywong,1,1
6103,kelapstick,Scottywong,1,1
6104,Edinburgh Wanderer,Scottywong,1,1
6105,Milowent,Scottywong,1,1
6106,Sven Manguard,Scottywong,1,1
6107,HJ Mitchell,Scottywong,1,1
6108,Malleus Fatuorum,Scottywong,1,1
6109,King of Hearts,Scottywong,1,1
6110,JohnChrysostom,Scottywong,1,1
6111,Mr little irish,Scottywong,1,1
6112,Mato,Scottywong,1,1
6113,0pen$0urce,Scottywong,1,1
6114,Reyk,Scottywong,1,1
6115,Ponyo,Scottywong,1,1
6116,Casliber,Scottywong,1,1
6117,AniMate,Scottywong,1,1
6118,Visik,Scottywong,1,1
6119,Peteforsyth,Scottywong,1,1
6120,Armbrust,Scottywong,1,1
6121,Érico Júnior Wouters,Scottywong,1,1
6122,Kudpung,Scottywong,1,1
6123,Acalamari,Scottywong,1,1
6124,Frank,Scottywong,1,1
6125,Modernist,Scottywong,1,1
6126,Starblind,Scottywong,1,1
6127,Thehelpfulone,Scottywong,1,1
6128,DoriSmith,Scottywong,1,1
6129,Kiefer.Wolfowitz,Scottywong,-1,1
6130,Ebe123,Scottywong,-1,1
6131,Colonel Warden,Scottywong,-1,1
6132,Oakshade,Scottywong,-1,1
6133,Axl,Scottywong,0,1
6134,Michig,Scottywong,0,1
6135,Fetchcomms,Scottywong,0,1
6136,Johnbod,Scottywong,0,1
6137,Balloonman,Scottywong,0,1
6138,Snowolf,Scottywong,0,1
6139,Worm That Turned,Scottywong,0,1
6140,Thumperward,Scottywong,0,1
6141,Jc37,Scottywong,0,1
6142,,Scottywong,0,1
6143,Josh Parris,Scottywong,0,1
6144,Diannaa,Sergecross73,1,1
6145,Kierzek,Sergecross73,1,1
6146,Hahc21,Sergecross73,1,1
6147,Buggie111,Sergecross73,1,1
6148,Nyttend,Sergecross73,1,1
6149,AutomaticStrikeout,Sergecross73,1,1
6150,Paul Erik,Sergecross73,1,1
6151,Go Phightins!,Sergecross73,1,1
6152,MrX,Sergecross73,1,1
6153,Cavarrone,Sergecross73,1,1
6154,Torreslfchero,Sergecross73,1,1
6155,Cyan Gardevoir,Sergecross73,1,1
6156,Swarm,Sergecross73,1,1
6157,Axl,Sergecross73,1,1
6158,WilyD,Sergecross73,1,1
6159,Rehevkor,Sergecross73,1,1
6160,Torchiest,Sergecross73,1,1
6161,Nouniquenames,Sergecross73,1,1
6162,Salvidrim,Sergecross73,1,1
6163,PaleAqua,Sergecross73,1,1
6164,Dennis Brown,Sergecross73,1,1
6165,GiantSnowman,Sergecross73,1,1
6166,Ret.Prof,Sergecross73,1,1
6167,Scottywong,Sergecross73,1,1
6168,Tikiwont,Sergecross73,1,1
6169,John F. Lewis,Sergecross73,1,1
6170,Someguy1221,Sergecross73,1,1
6171,Sue Rangell,Sergecross73,1,1
6172,Ktr101,Sergecross73,1,1
6173,Glrx,Sergecross73,1,1
6174,Secret,Sergecross73,1,1
6175,Doctree,Sergecross73,1,1
6176,Mike 7,Sergecross73,1,1
6177,ZappaOMati,Sergecross73,1,1
6178,The Anonymouse,Sergecross73,1,1
6179,Brookie,Sergecross73,1,1
6180,Stalwart111,Sergecross73,1,1
6181,Dentalplanlisa,Sergecross73,1,1
6182,Miniapolis,Sergecross73,1,1
6183,Townlake,Sergecross73,1,1
6184,Morning Sunshine,Sergecross73,1,1
6185,Reaper Eternal,Sergecross73,1,1
6186,Thine Antique Pen,Sergecross73,1,1
6187,Ponyo,Sergecross73,1,1
6188,Dank,Sergecross73,1,1
6189,Bagumba,Sergecross73,1,1
6190,Moxy,Sergecross73,1,1
6191,Deb,Sergecross73,1,1
6192,Berean Hunter,Sergecross73,1,1
6193,Mark91,Sergecross73,1,1
6194,TBrandley,Sergecross73,1,1
6195,Kurtis,Sergecross73,1,1
6196,Begoon,Sergecross73,1,1
6197,Spencer,Sergecross73,1,1
6198,Mr. Stradivarius,Sergecross73,1,1
6199,Makecat,Sergecross73,1,1
6200,Hex,Sergecross73,1,1
6201,Rlendog,Sergecross73,1,1
6202,The Illusive Man,Sergecross73,1,1
6203,Lucky102,Sergecross73,1,1
6204,Carrite,Sergecross73,1,1
6205,Bzweebl,Sergecross73,1,1
6206,Sven Manguard,Sergecross73,1,1
6207,Phantomsteve,Sergecross73,1,1
6208,Joe Decker,Sergecross73,1,1
6209,Gongshow,Sergecross73,1,1
6210,Wizardman,Sergecross73,1,1
6211,CharlieEchoTango,Sergecross73,1,1
6212,Sparklism,Sergecross73,1,1
6213,Newyorkbrad,Sergecross73,1,1
6214,Adjwilley,Sergecross73,1,1
6215,My76Strat,Sergecross73,1,1
6216,Frankie,Sergecross73,1,1
6217,Moe Epsilon,Sergecross73,1,1
6218,Stephen,Sergecross73,1,1
6219,DCI2026,Sergecross73,1,1
6220,Riley Huntley,Sergecross73,1,1
6221,GabeMc,Sergecross73,1,1
6222,Callanecc,Sergecross73,1,1
6223,OlEnglish,Sergecross73,1,1
6224,Graeme Bartlett,Sergecross73,1,1
6225,A7x,Sergecross73,1,1
6226,Trevj,Sergecross73,1,1
6227,Guðsþegn,Sergecross73,1,1
6228,Lord Roem,Sergecross73,1,1
6229,Casliber,Sergecross73,1,1
6230,SilkTork,Sergecross73,1,1
6231,C678,Sergecross73,1,1
6232,RP459,Sergecross73,1,1
6233,Pharaoh of the Wizards,Sergecross73,1,1
6234,Bluerasberry,Sergecross73,1,1
6235,Tryptofish,Sergecross73,1,1
6236,Scray,Sergecross73,1,1
6237,Gilderien,Sergecross73,1,1
6238,DoriSmith,Sergecross73,1,1
6239,Courcelles,Sergecross73,1,1
6240,Mabdul,Sergecross73,1,1
6241,Slon02,Sergecross73,-1,1
6242,Intoronto1125,Sergecross73,-1,1
6243,Kaldari,TommyBoy,1,1
6244,Rcsprinter123,TommyBoy,1,1
6245,Binksternet,TommyBoy,1,1
6246,GabeMc,TommyBoy,1,1
6247,TParis,TommyBoy,1,1
6248,And Adoil Descended,TommyBoy,1,1
6249,Go Phightins!,TommyBoy,1,1
6250,Nouniquenames,TommyBoy,1,1
6251,Torreslfchero,TommyBoy,1,1
6252,Foxj,TommyBoy,1,1
6253,Hex,TommyBoy,1,1
6254,The Blade of the Northern Lights,TommyBoy,1,1
6255,Legoktm,TommyBoy,1,1
6256,Ret.Prof,TommyBoy,1,1
6257,Dennis Brown,TommyBoy,1,1
6258,MONGO,TommyBoy,1,1
6259,Lucky102,TommyBoy,1,1
6260,Kiefer.Wolfowitz,TommyBoy,1,1
6261,Rschen7754,TommyBoy,1,1
6262,RP459,TommyBoy,1,1
6263,Dream Focus,TommyBoy,1,1
6264,Nyttend,TommyBoy,1,1
6265,AutomaticStrikeout,TommyBoy,1,1
6266,Stephen,TommyBoy,1,1
6267,Doctree,TommyBoy,1,1
6268,Kraxler,TommyBoy,1,1
6269,ZappaOMati,TommyBoy,1,1
6270,Heimstern,TommyBoy,1,1
6271,Sue Rangell,TommyBoy,1,1
6272,BarkingFish,TommyBoy,1,1
6273,Miniapolis,TommyBoy,1,1
6274,DoriSmith,TommyBoy,1,1
6275,Secret,TommyBoy,1,1
6276,Firsfron,TommyBoy,1,1
6277,Begoon,TommyBoy,1,1
6278,King of Hearts,TommyBoy,1,1
6279,Sitush,TommyBoy,1,1
6280,Anbu121,TommyBoy,1,1
6281,Brookie,TommyBoy,1,1
6282,WilyD,TommyBoy,1,1
6283,Kim Dent-Brown,TommyBoy,1,1
6284,GiantSnowman,TommyBoy,1,1
6285,Pichpich,TommyBoy,1,1
6286,Thingg,TommyBoy,1,1
6287,Bencherlite,TommyBoy,1,1
6288,Leaky caldron,TommyBoy,1,1
6289,WereSpielChequers,TommyBoy,1,1
6290,Kierzek,TommyBoy,1,1
6291,Reaper Eternal,TommyBoy,1,1
6292,Shoessss,TommyBoy,1,1
6293,Valenciano,TommyBoy,1,1
6294,Trevj,TommyBoy,1,1
6295,Sjakkalle,TommyBoy,1,1
6296,Bearian,TommyBoy,1,1
6297,Rzuwig,TommyBoy,1,1
6298,Pedro,TommyBoy,1,1
6299,Spencer,TommyBoy,1,1
6300,Mr. Stradivarius,TommyBoy,1,1
6301,Wizardman,TommyBoy,1,1
6302,Hahc21,TommyBoy,1,1
6303,DCI2026,TommyBoy,1,1
6304,Diannaa,TommyBoy,1,1
6305,Carnildo,TommyBoy,1,1
6306,The Anonymouse,TommyBoy,1,1
6307,Lord Roem,TommyBoy,1,1
6308,Jusdafax,TommyBoy,1,1
6309,Carrite,TommyBoy,1,1
6310,Deb,TommyBoy,1,1
6311,The ed17,TommyBoy,1,1
6312,Philosopher,TommyBoy,1,1
6313,Milowent,TommyBoy,1,1
6314,Nathan Johnson,TommyBoy,1,1
6315,PaleAqua,TommyBoy,1,1
6316,Edison,TommyBoy,1,1
6317,Epbr123,TommyBoy,1,1
6318,Samir,TommyBoy,1,1
6319,SlimVirgin,TommyBoy,1,1
6320,Angryapathy,TommyBoy,1,1
6321,Garion96,TommyBoy,1,1
6322,Rotten regard,TommyBoy,1,1
6323,Moe Epsilon,TommyBoy,1,1
6324,Soap,TommyBoy,1,1
6325,MrX,TommyBoy,1,1
6326,Casliber,TommyBoy,1,1
6327,Snowolf,TommyBoy,1,1
6328,Mabdul,TommyBoy,1,1
6329,Reyk,TommyBoy,1,1
6330,Ktr101,TommyBoy,1,1
6331,Joefromrandb,TommyBoy,1,1
6332,Morning Sunshine,TommyBoy,1,1
6333,Agathoclea,TommyBoy,1,1
6334,Dana boomer,TommyBoy,1,1
6335,Pass a Method,TommyBoy,1,1
6336,Tom Morris,TommyBoy,1,1
6337,TheSpecialUser,TommyBoy,1,1
6338,Kurtis,TommyBoy,1,1
6339,The Illusive Man,TommyBoy,1,1
6340,Mojoworker,TommyBoy,1,1
6341,Vertium,TommyBoy,1,1
6342,SilkTork,TommyBoy,1,1
6343,MelanieN,TommyBoy,1,1
6344,Salih,TommyBoy,1,1
6345,Jenks24,TommyBoy,1,1
6346,Kablammo,TommyBoy,1,1
6347,Guðsþegn,TommyBoy,1,1
6348,Davewild,TommyBoy,1,1
6349,Adjwilley,TommyBoy,1,1
6350,Joe Decker,TommyBoy,1,1
6351,Buggie111,TommyBoy,-1,1
6352,TruPepitoM,TommyBoy,-1,1
6353,Tijfo098,TommyBoy,-1,1
6354,Bagumba,TommyBoy,-1,1
6355,Someguy1221,TommyBoy,-1,1
6356,Bzweebl,TommyBoy,-1,1
6357,Swarm,TommyBoy,-1,1
6358,John,TommyBoy,-1,1
6359,Hot Stop,TommyBoy,-1,1
6360,Townlake,TommyBoy,-1,1
6361,Kudpung,TommyBoy,-1,1
6362,Intoronto1125,TommyBoy,-1,1
6363,Shadowjams,TommyBoy,-1,1
6364,Theopolisme,TommyBoy,-1,1
6365,Churn and change,TommyBoy,-1,1
6366,,TommyBoy,-1,1
6367,I Jethrobot,TommyBoy,-1,1
6368,Hut 8.5,TommyBoy,-1,1
6369,Glrx,TommyBoy,-1,1
6370,Shawn in Montreal,TommyBoy,-1,1
6371,Ronhjones,TommyBoy,-1,1
6372,OrenBochman,TommyBoy,-1,1
6373,Slon02,TommyBoy,-1,1
6374,Mike 7,TommyBoy,-1,1
6375,Bgwhite,TommyBoy,-1,1
6376,Cindamuse,TommyBoy,-1,1
6377,Trusilver,TommyBoy,-1,1
6378,Bbb23,TommyBoy,-1,1
6379,Tikiwont,TommyBoy,-1,1
